ACC	Name	chr	start	end	TSS	TTS	Expression	Description
YPR112C	MRD1	chr16	751919	749256	751973	751117	82	Essential conserved small ribosomal subunit (40s) synthesis factor; component of the 90S preribosome; required for production of 18S rRNA and small ribosomal subunit; contains five consensus RNA-binding domains and binds to the pre-rRNA at two sites within the 18S region
YPR113W	PIS1	chr16	752257	752919	752245	753101	1515.93	Phosphatidylinositol synthase; required for biosynthesis of phosphatidylinositol, which is a precursor for polyphosphoinositides, sphingolipids, and glycolipid anchors for some of the plasma membrane proteins
YPR114W		chr16	753301	754248	753224	754349	483.85	Putative protein of unknown function
YPR115W	RGC1	chr16	754877	758128	754679	758369	205.29	Putative regulator of the Fps1p glycerol channel; multiply phosphorylated by Hog1p under osmotic stress; contains a pleckstrin homology domain; forms homodimers and heterodimerizes with paralog Ask10p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm
YPR116W	RRG8	chr16	758648	759481	758616	NaN	6.67	Protein of unknown function; required for mitochondrial genome maintenance; null mutation results in a decrease in plasma membrane electron transport
YPR117W		chr16	760025	767494	759804	761075	39.71	Putative protein of unknown function
YPR118W	MRI1	chr16	767752	768987	767717	769052	322.52	5'-methylthioribose-1-phosphate isomerase; catalyzes the isomerization of 5-methylthioribose-1-phosphate to 5-methylthioribulose-1-phosphate in the methionine salvage pathway
YPR119W	CLB2	chr16	771653	773128	771305	773216	205.29	B-type cyclin involved in cell cycle progression; activates Cdc28p to promote the transition from G2 to M phase; accumulates during G2 and M, then targeted via a destruction box motif for ubiquitin-mediated degradation by the proteasome; CLB2 has a paralog, CLB1, that arose from the whole genome duplication
YPR120C	CLB5	chr16	775182	773875	775311	773832	75.62	B-type cyclin involved in DNA replication during S phase; activates Cdc28p to promote initiation of DNA synthesis; functions in formation of mitotic spindles along with Clb3p and Clb4p; most abundant during late G1 phase; CLB5 has a paralog, CLB6, that arose from the whole genome duplication
YPR121W	THI22	chr16	778583	780301	778222	779886	58.81	Protein with similarity to hydroxymethylpyrimidine phosphate kinases; member of a gene family with THI20 and THI21; not required for thiamine biosynthesis
YPR122W	AXL1	chr16	782045	785671	782002	785808	109.2	Haploid specific endoprotease of a-factor mating pheromone; performs one of two N-terminal cleavages during maturation of a-factor mating pheromone; required for axial budding pattern of haploid cells
YPR124W	CTR1	chr16	786208	787428	786041	787651	379.72	High-affinity copper transporter of plasma membrane; mediates nearly all copper uptake under low copper conditions; transcriptionally induced at low copper levels and degraded at high copper levels; protein increases in abundance and relocalizes from nucleus to plasma membrane upon DNA replication stress; human homolog SLC31A1 can complement a yeast ctr1 ctr3 double deletion
YPR123C		chr16	786575	786141	NaN	NaN	297.39	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially/completely overlaps the verified ORF CTR
YPR125W	YLH47	chr16	787961	789325	787866	789177	136.36	Mitochondrial inner membrane protein; exposed to the mitochondrial matrix; associates with mitochondrial ribosomes; NOT required for respiratory growth; homolog of human Letm1, a protein implicated in Wolf-Hirschhorn syndrome
YPR126C		chr16	789385	789077	789581	NaN	173.05	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YPR127W		chr16	790083	791120	790039	790207	183.7	Putative pyridoxine 4-dehydrogenase; differentially expressed during alcoholic fermentation; expression activated by transcription factor YRM1/YOR172W; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus
YPR128C	ANT1	chr16	792204	791218	792251	791044	161.35	Peroxisomal adenine nucleotide transporter; involved in beta-oxidation of medium-chain fatty acid; required for peroxisome proliferation
YPR129W	SCD6	chr16	792687	793736	792666	793809	511.31	Repressor of translation initiation; binds eIF4G through its RGG domain and inhibits recruitment of the preinitiation complex; also contains an Lsm domain; may have a role in RNA processing; overproduction suppresses null mutation in clathrin heavy chain gene CHC1; forms cytoplasmic foci upon DNA replication stress
YPR130C		chr16	793781	793374	794515	NaN	567.23	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YPR131C	NAT3	chr16	794498	793911	794515	793722	147.32	Catalytic subunit of the NatB N-terminal acetyltransferase; NatB catalyzes acetylation of the amino-terminal methionine residues of all proteins beginning with Met-Asp or Met-Glu and of some proteins beginning with Met-Asn or Met-Met
YPR132W	RPS23B	chr16	794965	795767	794942	795859	8825.74	Ribosomal protein 28 (rp28) of the small (40S) ribosomal subunit; required for translational accuracy; homologous to mammalian ribosomal protein S23 and bacterial S12; RPS23B has a paralog, RPS23A, that arose from the whole genome duplication; deletion of both RPS23A and RPS23B is lethal
YPR133C	SPN1	chr16	797210	795978	797297	795894	358.89	Protein involved in RNA polymerase II transcription; is constitutively recruited to the CYC1 promoter and is required for recruitment of chromatin remodeling factors for the expression of CYC1 gene; interacts genetically or physically with RNAP II, TBP, TFIIS, and chromatin remodelling factors; central domain highly conserved throughout eukaryotes; mutations confer an Spt- phenotype
YPR133W-A	TOM5	chr16	797557	797709	797525	797877	1414.89	Component of the TOM (translocase of outer membrane) complex; responsible for recognition and initial import of all mitochondrially directed proteins; involved in transfer of precursors from the Tom70p and Tom20p receptors to the Tom40p pore
YPR134W	MSS18	chr16	798051	798857	797525	798978	103.07	Nuclear encoded protein needed for splicing of mitochondrial intron; required for efficient splicing of mitochondrial COX1 aI5beta intron; mss18 mutations block cleavage of 5' exon - intron junction; phenotype of intronless strain suggests additional functions
YPR135W	CTF4	chr16	799234	802017	799202	802317	95.65	Chromatin-associated protein; required for sister chromatid cohesion; interacts with DNA polymerase alpha (Pol1p) and may link DNA synthesis to sister chromatid cohesion
YPR137W	RRP9	chr16	802359	804080	802266	804193	146.93	Protein involved in pre-rRNA processing; associated with U3 snRNP; component of small ribosomal subunit (SSU) processosome; ortholog of the human U3-55k protein
YPR136C		chr16	802837	802325	NaN	NaN	114.17	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified ORF RRP9
YPR138C	MEP3	chr16	812453	810984	812727	811691	230.46	Ammonium permease of high capacity and low affinity; belongs to a ubiquitous family of cytoplasmic membrane proteins that transport only ammonium (NH4+); expression is under the nitrogen catabolite repression regulation ammonia permease; MEP3 has a paralog, MEP1, that arose from the whole genome duplication
YPR139C	LOA1	chr16	814058	813156	814107	813058	240.73	Lysophosphatidic acid acyltransferase; involved in triacelglyceride homeostasis and lipid droplet formation; localized to lipid droplets and the ER; specificity for oleoyl-CoA
YPR140W	TAZ1	chr16	814391	815536	814302	815619	179.65	Lyso-phosphatidylcholine acyltransferase; required for normal phospholipid content of mitochondrial membranes; major determinant of the final acyl chain composition of the mitochondrial-specific phospholipid cardiolipin; mutations in human ortholog tafazzin (TAZ) cause Barth syndrome, a rare X-linked disease characterized by skeletal and cardiomyopathy and bouts of cyclic neutropenia; a specific splice variant of human TAZ can complement yeast null mutant
YPR141C	KAR3	chr16	817923	815734	818083	815535	61.78	Minus-end-directed microtubule motor; functions in mitosis and meiosis, localizes to the spindle pole body and localization is dependent on functional Cik1p, required for nuclear fusion during mating; potential Cdc28p substrate
YPR143W	RRP15	chr16	818323	819075	818289	819202	258.42	Nucleolar protein; constituent of pre-60S ribosomal particles; required for proper processing of the 27S pre-rRNA at the A3 and B1 sites to yield mature 5.8S and 25S rRNAs
YPR142C		chr16	818693	818130	NaN	NaN	155.6	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF RRP15, which is required for ribosomal RNA processing
YPR144C	NOC4	chr16	821423	819765	NaN	819689	93.21	Nucleolar protein; forms a complex with Nop14p that mediates maturation and nuclear export of 40S ribosomal subunits; relocalizes to the cytosol in response to hypoxia
YPR145W	ASN1	chr16	822620	824338	822579	824349	2164.13	Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog, ASN2, that arose from the whole genome duplication
YPR145C-A		chr16	824926	824690	824952	NaN	4.24	Putative protein of unknown function
YPR146C		chr16	825676	825347	826246	NaN	158.82	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YPR147C		chr16	826559	825645	826607	825430	191.94	Protein of unknown function; may have a role in lipid metabolism, based on localization to lipid droplets; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and is induced in response to the DNA-damaging agent MMS
YPR148C		chr16	828140	826833	828180	826712	423.31	Protein of unknown function; may interact with ribosomes, based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern
YPR149W	NCE102	chr16	829918	830439	829741	830608	4924.29	Protein of unknown function; contains transmembrane domains; involved in secretion of proteins that lack classical secretory signal sequences; component of the detergent-insoluble glycolipid-enriched complexes (DIGs); NCE102 has a paralog, FHN1, that arose from the whole genome duplication
YPR150W		chr16	830999	831520	830541	NaN	23.17	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene SUE1/YPR151C
YPR151C	SUE1	chr16	831675	831055	831969	831658	20.3	Protein required for degradation of unstable forms of cytochrome c; located in the mitochondria
YPR152C	URN1	chr16	833458	832061	834241	831835	35	Protein of unknown function containing WW and FF domains; overexpression causes accumulation of cells in G1 phase
YPR153W		chr16	833689	834245	833656	834393	50.18	Protein of unknown function
YPR154W	PIN3	chr16	834565	835212	834520	835336	328.2	Negative regulator of actin nucleation-promoting factor activity; interacts with Las17p, a homolog of human Wiskott-Aldrich Syndrome protein (WASP), via an N-terminal SH3 domain, and along with LSB1 cooperatively inhibits the nucleation of actin filaments; short-lived protein whose levels increase in response to thermal stress; induces the formation of the [PIN+] and [RNQ+] prions when overproduced; PIN3 has a paralog, LSB1, that arose from the whole genome duplication
